fish_id,fish_name,weight_kg,length_cm,catch_date,province,fishing_method,freshness_score,category_id,location_id,fisher_id,category_name,habitat,avg_price_per_kg,location_name,latitude,longitude,water_depth_m,temperature_celsius,salinity_ppt,fisher_name,experience_years,boat_type,boat_capacity_kg,home_port,license_number
105,Salmon,17.87,50.9,12/3/2023,Kalimantan Selatan,Hand Line,5.0,5,10,172,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_172,8,Traditional Boat,2734,Maluku,LIC616681
106,Sardine,24.96,41.4,1/3/2023,Papua,Long Line,7.0,4,14,213,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_213,28,Motor Boat,361,Kalimantan Selatan,LIC220213
107,Mackerel,28.11,15.7,7/20/2023,Bali,Gill Net,8.0,4,19,80,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_080,17,Fishing Vessel,3431,Sumatera Utara,LIC298989
108,Tuna,37.24,191.9,11/29/2023,Sulawesi Selatan,Gill Net,9.0,1,19,442,Pelagic Fish,Open Ocean,85000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_442,32,Traditional Boat,419,Papua,LIC981170
109,Herring,16.16,57.5,2/5/2023,Sulawesi Selatan,Purse Seine,7.0,3,5,232,Reef Fish,Coral Reef,150000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_232,26,Fishing Vessel,490,Kalimantan Selatan,LIC360379
110,Pomfret,49.19,42.6,7/11/2023,Jawa Timur,Trap,1.0,5,13,262,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_262,30,Motor Boat,1259,Sulawesi Selatan,LIC122409
111,Cod,35.76,184.0,8/29/2023,Papua,Hand Line,2.0,2,16,196,Demersal Fish,Sea Bottom,120000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_196,4,Trawler,737,Kalimantan Selatan,LIC795786
112,Swordfish,32.59,50.6,2/14/2023,Lampung,Gill Net,4.0,2,14,61,Demersal Fish,Sea Bottom,120000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_061,6,Fishing Vessel,963,Maluku,LIC709967
113,Barramundi,28.58,138.0,12/5/2023,Lampung,Long Line,7.0,3,13,3,Reef Fish,Coral Reef,150000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_003,3,Traditional Boat,932,Sumatera Utara,LIC650826
114,Tuna,41.72,88.1,1/16/2023,Sumatera Utara,Purse Seine,10.0,2,2,485,Demersal Fish,Sea Bottom,120000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_485,17,Fishing Vessel,4353,Papua,LIC758704
115,Grouper,23.5,58.3,9/11/2023,Jawa Timur,Long Line,10.0,2,15,59,Demersal Fish,Sea Bottom,120000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_059,27,Traditional Boat,3657,Kalimantan Selatan,LIC925573
116,Flounder,16.38,149.5,7/5/2023,Jawa Timur,Trap,1.0,3,1,307,Reef Fish,Coral Reef,150000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_307,1,Motor Boat,1884,Jawa Tengah,LIC618629
117,Anchovy,4.59,66.0,11/10/2023,Jawa Timur,Hand Line,8.0,1,15,341,Pelagic Fish,Open Ocean,85000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_341,28,Trawler,3736,Sumatera Utara,LIC866015
118,Cod,7.48,64.1,10/26/2023,Papua,Purse Seine,3.0,5,8,182,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_182,39,Fishing Vessel,3661,Papua,LIC757823
119,Tilapia,42.52,70.1,10/28/2023,Kalimantan Selatan,Purse Seine,10.0,3,20,1,Reef Fish,Coral Reef,150000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_001,26,Motor Boat,3359,Lampung,LIC901799
120,Amberjack,14.6,164.9,4/20/2023,Sumatera Utara,Long Line,10.0,5,3,254,Anadromous Fish,Sea/Freshwater,200000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_254,33,Trawler,1943,Maluku,LIC667428
121,Yellowtail,35.98,38.4,9/9/2023,Kalimantan Selatan,Trawling,9.0,5,6,396,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_396,6,Motor Boat,167,Sumatera Utara,LIC871799
122,Salmon,8.97,102.1,4/15/2023,Sulawesi Selatan,Trap,9.0,4,5,209,Freshwater Fish,Rivers/Lakes,45000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_209,27,Fishing Vessel,4546,Sulawesi Selatan,LIC291418
123,King Fish,2.22,153.0,8/10/2023,Papua,Long Line,1.0,1,14,319,Pelagic Fish,Open Ocean,85000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_319,20,Trawler,3284,Bali,LIC916308
124,Amberjack,4.49,54.5,2/1/2023,Maluku,Hand Line,6.0,5,20,105,Anadromous Fish,Sea/Freshwater,200000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_105,17,Trawler,1177,Maluku,LIC327696
125,Yellowtail,23.81,177.6,7/18/2023,Maluku,Long Line,10.0,4,18,288,Freshwater Fish,Rivers/Lakes,45000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_288,20,Traditional Boat,1961,Maluku,LIC336850
126,Snapper,0.68,158.6,2/11/2023,Jawa Barat,Gill Net,5.0,4,9,57,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_057,35,Traditional Boat,3254,Sumatera Utara,LIC678664
127,Snapper,20.48,160.8,5/18/2023,Sulawesi Selatan,Purse Seine,7.0,1,20,157,Pelagic Fish,Open Ocean,85000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_157,13,Traditional Boat,2254,Bali,LIC124479
128,Tuna,21.84,60.0,12/3/2023,Kalimantan Selatan,Gill Net,10.0,2,3,409,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_409,5,Motor Boat,2682,Sumatera Utara,LIC101030
129,Herring,1.77,126.8,10/14/2023,Lampung,Gill Net,9.0,4,7,72,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_072,21,Traditional Boat,3022,Jawa Tengah,LIC487702
130,King Fish,40.74,95.5,7/28/2023,Lampung,Purse Seine,9.0,2,1,136,Demersal Fish,Sea Bottom,120000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_136,2,Motor Boat,560,Papua,LIC525382
131,Pomfret,3.02,46.2,11/5/2023,Papua,Hand Line,7.0,2,20,470,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_470,10,Trawler,3670,Sulawesi Selatan,LIC755201
132,Grouper,30.18,26.9,6/26/2023,Bali,Purse Seine,2.0,1,15,298,Pelagic Fish,Open Ocean,85000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_298,34,Motor Boat,3940,Jawa Tengah,LIC354224
133,Sole,38.97,72.9,7/2/2023,Lampung,Trap,1.0,3,12,362,Reef Fish,Coral Reef,150000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_362,3,Traditional Boat,3561,Lampung,LIC489445
134,Pomfret,31.02,57.6,5/7/2023,Jawa Timur,Gill Net,9.0,1,2,253,Pelagic Fish,Open Ocean,85000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_253,10,Motor Boat,1514,Kalimantan Selatan,LIC788628
135,Amberjack,10.8,93.9,7/13/2023,Papua,Trap,3.0,5,12,411,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_411,12,Trawler,934,Jawa Timur,LIC529216
136,Carp,47.24,32.3,7/14/2023,Sumatera Utara,Hand Line,8.0,2,4,274,Demersal Fish,Sea Bottom,120000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_274,28,Motor Boat,1620,Kalimantan Selatan,LIC168891
137,Sole,20.24,99.1,5/2/2023,Bali,Trap,6.0,2,5,184,Demersal Fish,Sea Bottom,120000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_184,22,Trawler,2068,Sulawesi Selatan,LIC244570
138,Salmon,14.02,124.1,10/25/2023,Lampung,Hand Line,8.0,2,16,317,Demersal Fish,Sea Bottom,120000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_317,24,Traditional Boat,2776,Papua,LIC450444
139,Herring,42.74,115.2,4/9/2023,Bali,Gill Net,5.0,4,11,229,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_229,8,Motor Boat,432,Papua,LIC161004
140,Snapper,30.69,153.6,4/14/2023,Jawa Barat,Long Line,6.0,4,14,305,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_305,20,Fishing Vessel,3785,Sumatera Utara,LIC933027
141,Grouper,4.23,137.8,11/18/2023,Sumatera Utara,Long Line,8.0,3,1,104,Reef Fish,Coral Reef,150000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_104,21,Fishing Vessel,363,Papua,LIC962685
142,Flounder,13.31,193.2,7/26/2023,Jawa Tengah,Trap,9.0,3,16,7,Reef Fish,Coral Reef,150000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_007,27,Fishing Vessel,1817,Jawa Barat,LIC422351
143,Anchovy,27.89,48.7,5/22/2023,Bali,Purse Seine,9.0,1,12,111,Pelagic Fish,Open Ocean,85000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_111,2,Motor Boat,3104,Jawa Timur,LIC398006
144,Amberjack,30.08,92.4,2/2/2023,Bali,Trawling,3.0,3,20,39,Reef Fish,Coral Reef,150000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_039,12,Traditional Boat,4147,Sulawesi Selatan,LIC698602
145,Sea Bass,42.28,137.0,11/27/2023,Sulawesi Selatan,Purse Seine,1.0,1,6,42,Pelagic Fish,Open Ocean,85000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_042,18,Fishing Vessel,682,Maluku,LIC764902
146,King Fish,30.46,82.3,12/20/2023,Lampung,Long Line,4.0,3,2,249,Reef Fish,Coral Reef,150000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_249,15,Traditional Boat,1290,Jawa Tengah,LIC995790
147,Trout,34.75,167.4,5/7/2023,Maluku,Trawling,4.0,4,17,418,Freshwater Fish,Rivers/Lakes,45000,Teluk Jakarta Zone G,-4.84266,127.424103,344,25.3,34.4,Nelayan_418,18,Traditional Boat,387,Kalimantan Selatan,LIC352270
148,Carp,41.43,108.6,10/8/2023,Papua,Long Line,9.0,2,6,281,Demersal Fish,Sea Bottom,120000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_281,20,Motor Boat,1146,Jawa Barat,LIC305298
149,Amberjack,12.58,198.2,3/17/2023,Jawa Timur,Hand Line,8.0,4,14,462,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_462,39,Fishing Vessel,596,Bali,LIC629654
150,King Fish,45.25,46.3,5/26/2023,Jawa Timur,Long Line,5.0,2,6,275,Demersal Fish,Sea Bottom,120000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_275,3,Traditional Boat,3304,Sumatera Utara,LIC733513
151,Sole,9.88,43.3,6/29/2023,Lampung,Purse Seine,3.0,4,7,330,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_330,11,Fishing Vessel,4492,Kalimantan Selatan,LIC753529
152,Barramundi,20.8,158.4,7/21/2023,Maluku,Trawling,6.0,5,12,448,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_448,7,Motor Boat,4735,Lampung,LIC326102
153,Swordfish,40.66,64.0,1/7/2023,Maluku,Long Line,8.0,5,9,317,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_317,24,Traditional Boat,2776,Papua,LIC450444
154,Sardine,41.37,135.4,8/4/2023,Jawa Tengah,Trawling,5.0,4,7,159,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_159,32,Trawler,2540,Jawa Barat,LIC627995
155,Sole,30.17,75.7,1/26/2023,Kalimantan Selatan,Trawling,2.0,2,11,182,Demersal Fish,Sea Bottom,120000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_182,39,Fishing Vessel,3661,Papua,LIC757823
156,Sardine,42.17,42.3,5/14/2023,Maluku,Trap,10.0,3,14,159,Reef Fish,Coral Reef,150000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_159,32,Trawler,2540,Jawa Barat,LIC627995
157,Flounder,48.78,25.5,1/23/2023,Kalimantan Selatan,Trap,1.0,2,2,87,Demersal Fish,Sea Bottom,120000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_087,29,Fishing Vessel,4858,Lampung,LIC503715
158,Snapper,37.51,194.3,6/2/2023,Bali,Purse Seine,9.0,2,16,86,Demersal Fish,Sea Bottom,120000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_086,28,Fishing Vessel,128,Maluku,LIC721311
159,Tuna,23.94,64.6,2/21/2023,Papua,Long Line,4.0,2,20,486,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_486,39,Fishing Vessel,139,Bali,LIC813649
160,Mackerel,8.57,116.5,11/8/2023,Sulawesi Selatan,Hand Line,10.0,1,12,15,Pelagic Fish,Open Ocean,85000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_015,12,Traditional Boat,643,Sulawesi Selatan,LIC617594
161,Snapper,5.81,34.4,10/10/2023,Jawa Barat,Gill Net,10.0,4,1,344,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_344,13,Trawler,1850,Maluku,LIC389323
162,Amberjack,47.64,180.5,11/29/2023,Sumatera Utara,Hand Line,4.0,3,16,194,Reef Fish,Coral Reef,150000,Laut Arafura Zone F,-6.904449,117.914844,459,31.7,31.3,Nelayan_194,33,Trawler,1999,Lampung,LIC285825
163,Carp,14.5,116.5,7/1/2023,Lampung,Trap,2.0,5,1,221,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_221,39,Trawler,130,Jawa Tengah,LIC371414
164,Sardine,45.03,171.1,11/28/2023,Kalimantan Selatan,Purse Seine,4.0,1,15,379,Pelagic Fish,Open Ocean,85000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_379,38,Fishing Vessel,1988,Lampung,LIC911907
165,Snapper,49.12,90.6,1/7/2023,Maluku,Long Line,6.0,3,3,79,Reef Fish,Coral Reef,150000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_079,3,Traditional Boat,865,Sumatera Utara,LIC582713
166,Yellowtail,9.3,51.4,1/8/2023,Bali,Hand Line,5.0,4,2,225,Freshwater Fish,Rivers/Lakes,45000,Laut Timor Zone B,-6.261366,116.469252,1153,29.3,33.6,Nelayan_225,18,Trawler,622,Sumatera Utara,LIC174637
167,Pomfret,44.47,157.1,11/18/2023,Sumatera Utara,Hand Line,6.0,3,18,230,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_230,13,Fishing Vessel,4865,Kalimantan Selatan,LIC136344
168,Snapper,0.59,27.4,4/12/2023,Jawa Barat,Gill Net,3.0,3,10,32,Reef Fish,Coral Reef,150000,Laut Flores Zone J,2.90322,137.906112,3634,26.9,31.5,Nelayan_032,37,Trawler,4532,Sumatera Utara,LIC189487
169,Anchovy,34.39,90.1,8/9/2023,Papua,Hand Line,3.0,4,5,278,Freshwater Fish,Rivers/Lakes,45000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_278,12,Trawler,3754,Lampung,LIC885632
170,Salmon,33.4,131.1,6/21/2023,Lampung,Gill Net,7.0,1,9,336,Pelagic Fish,Open Ocean,85000,Laut Banda Zone I,5.850701,127.92157,3431,27.8,34.3,Nelayan_336,20,Fishing Vessel,1110,Sulawesi Selatan,LIC758190
171,Herring,16.38,188.9,9/23/2023,Sulawesi Selatan,Gill Net,10.0,5,8,323,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_323,5,Motor Boat,946,Maluku,LIC816628
172,Tilapia,24.24,109.3,11/7/2023,Jawa Barat,Hand Line,7.0,3,20,277,Reef Fish,Coral Reef,150000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_277,25,Fishing Vessel,3362,Jawa Timur,LIC372809
173,Halibut,45.16,18.7,11/12/2023,Bali,Long Line,8.0,1,7,28,Pelagic Fish,Open Ocean,85000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_028,2,Fishing Vessel,1324,Sumatera Utara,LIC341165
174,Pomfret,6.21,172.6,12/13/2023,Jawa Timur,Gill Net,3.0,2,14,209,Demersal Fish,Sea Bottom,120000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_209,27,Fishing Vessel,4546,Sulawesi Selatan,LIC291418
175,Mahi-mahi,11.49,40.5,10/18/2023,Sulawesi Selatan,Hand Line,5.0,1,5,388,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_388,28,Fishing Vessel,3150,Jawa Tengah,LIC324740
176,Barramundi,38.4,16.6,5/5/2023,Bali,Trap,3.0,3,6,255,Reef Fish,Coral Reef,150000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_255,11,Motor Boat,4580,Sulawesi Selatan,LIC978997
177,Halibut,14.38,178.6,2/16/2023,Jawa Tengah,Gill Net,8.0,5,12,384,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone B,-3.052861,139.649345,728,24.0,33.4,Nelayan_384,7,Traditional Boat,741,Papua,LIC292591
178,Barramundi,36.53,59.1,6/23/2023,Jawa Timur,Long Line,1.0,5,13,404,Anadromous Fish,Sea/Freshwater,200000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_404,26,Trawler,2842,Jawa Timur,LIC668440
179,Sea Bass,13.61,191.8,4/12/2023,Jawa Barat,Gill Net,3.0,2,3,435,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_435,34,Trawler,2484,Sulawesi Selatan,LIC735880
180,Halibut,19.99,129.3,11/13/2023,Kalimantan Selatan,Gill Net,1.0,1,5,53,Pelagic Fish,Open Ocean,85000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_053,1,Traditional Boat,876,Jawa Tengah,LIC238026
181,Sardine,10.53,180.4,7/11/2023,Maluku,Hand Line,8.0,2,4,500,Demersal Fish,Sea Bottom,120000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_500,39,Traditional Boat,133,Jawa Timur,LIC219074
182,Sea Bass,32.26,26.5,12/28/2023,Maluku,Trawling,5.0,3,5,188,Reef Fish,Coral Reef,150000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_188,6,Fishing Vessel,2562,Maluku,LIC914245
183,Sea Bass,22.76,43.1,6/13/2023,Jawa Timur,Gill Net,9.0,5,6,429,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_429,40,Motor Boat,4024,Maluku,LIC763613
184,Herring,45.79,49.3,11/11/2023,Kalimantan Selatan,Purse Seine,7.0,5,1,160,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_160,29,Fishing Vessel,737,Sulawesi Selatan,LIC759679
185,Yellowtail,4.8,177.6,1/27/2023,Jawa Timur,Long Line,6.0,2,4,203,Demersal Fish,Sea Bottom,120000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_203,10,Traditional Boat,739,Maluku,LIC388985
186,Salmon,18.96,16.7,12/27/2023,Sumatera Utara,Gill Net,2.0,4,1,4,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_004,29,Motor Boat,2303,Papua,LIC942039
187,Cod,44.39,47.6,3/9/2023,Papua,Purse Seine,6.0,5,14,92,Anadromous Fish,Sea/Freshwater,200000,Laut Flores Zone D,4.426029,112.995942,104,26.1,31.0,Nelayan_092,37,Fishing Vessel,547,Lampung,LIC905468
188,Trout,30.03,147.9,12/26/2023,Jawa Barat,Long Line,8.0,2,3,189,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_189,24,Trawler,1206,Jawa Timur,LIC178132
189,King Fish,47.87,48.5,9/21/2023,Kalimantan Selatan,Trawling,8.0,1,6,500,Pelagic Fish,Open Ocean,85000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_500,39,Traditional Boat,133,Jawa Timur,LIC219074
190,Flounder,28.7,150.1,11/22/2023,Maluku,Long Line,10.0,1,7,318,Pelagic Fish,Open Ocean,85000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_318,18,Fishing Vessel,4211,Maluku,LIC697624
191,Swordfish,13.04,178.5,9/1/2023,Papua,Trawling,6.0,4,15,140,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone E,-2.619515,134.485533,1911,25.3,34.0,Nelayan_140,13,Trawler,3358,Bali,LIC181402
192,Herring,47.51,176.0,4/13/2023,Maluku,Hand Line,3.0,4,20,222,Freshwater Fish,Rivers/Lakes,45000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_222,10,Motor Boat,111,Bali,LIC967557
193,Mackerel,5.42,159.0,10/28/2023,Jawa Barat,Trawling,9.0,5,6,345,Anadromous Fish,Sea/Freshwater,200000,Laut Bali Zone F,-6.619647,102.931626,89,24.0,33.9,Nelayan_345,20,Traditional Boat,272,Lampung,LIC670274
194,Carp,39.41,90.4,7/28/2023,Kalimantan Selatan,Purse Seine,10.0,2,19,83,Demersal Fish,Sea Bottom,120000,Laut Bali Zone I,-5.670297,111.70617,481,27.2,30.6,Nelayan_083,8,Fishing Vessel,3939,Sumatera Utara,LIC850569
195,Pomfret,43.99,126.8,7/11/2023,Maluku,Trawling,3.0,2,13,237,Demersal Fish,Sea Bottom,120000,Laut Banda Zone C,-6.811777,137.613943,2682,27.2,32.1,Nelayan_237,16,Trawler,3601,Maluku,LIC449975
196,Sole,30.47,62.3,9/26/2023,Sumatera Utara,Trawling,5.0,2,8,190,Demersal Fish,Sea Bottom,120000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_190,36,Traditional Boat,2337,Bali,LIC983764
197,Flounder,48.3,38.1,4/8/2023,Bali,Trawling,1.0,1,8,355,Pelagic Fish,Open Ocean,85000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_355,7,Motor Boat,650,Papua,LIC209054
198,Pomfret,6.52,22.3,6/18/2023,Kalimantan Selatan,Purse Seine,4.0,4,1,385,Freshwater Fish,Rivers/Lakes,45000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_385,18,Trawler,1592,Lampung,LIC342529
199,Cod,24.93,76.2,3/29/2023,Papua,Purse Seine,9.0,5,8,237,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_237,16,Trawler,3601,Maluku,LIC449975
200,Catfish,8.51,197.5,2/14/2023,Papua,Gill Net,2.0,3,1,397,Reef Fish,Coral Reef,150000,Laut Flores Zone A,1.612803,99.89888,1276,29.2,33.5,Nelayan_397,14,Trawler,2675,Jawa Timur,LIC200926
201,Pomfret,13.61,163.2,9/16/2023,Bali,Hand Line,3.0,4,18,52,Freshwater Fish,Rivers/Lakes,45000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_052,35,Trawler,2922,Lampung,LIC112138
202,King Fish,1.98,133.1,8/3/2023,Lampung,Long Line,3.0,3,20,264,Reef Fish,Coral Reef,150000,Laut Natuna Zone J,4.826068,110.349063,59,28.7,31.0,Nelayan_264,40,Motor Boat,3059,Kalimantan Selatan,LIC771192
203,Cod,28.7,74.8,3/6/2023,Sulawesi Selatan,Trap,2.0,3,18,123,Reef Fish,Coral Reef,150000,Laut Jawa Zone H,0.689541,101.236256,2306,24.8,33.7,Nelayan_123,24,Fishing Vessel,4457,Lampung,LIC241579
204,Mackerel,3.26,57.3,3/28/2023,Maluku,Trap,6.0,2,3,474,Demersal Fish,Sea Bottom,120000,Laut Natuna Zone C,2.105336,123.630308,2780,26.0,33.8,Nelayan_474,6,Trawler,3696,Sumatera Utara,LIC773694
205,Mahi-mahi,28.59,66.6,7/8/2023,Sumatera Utara,Purse Seine,10.0,4,7,287,Freshwater Fish,Rivers/Lakes,45000,Laut Bali Zone G,-6.678901,134.916727,3840,30.5,33.9,Nelayan_287,11,Fishing Vessel,4815,Jawa Timur,LIC505706
206,Swordfish,19.26,82.5,10/24/2023,Kalimantan Selatan,Trawling,7.0,4,11,115,Freshwater Fish,Rivers/Lakes,45000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_115,11,Traditional Boat,1275,Lampung,LIC521421
207,Flounder,31.43,132.4,6/1/2023,Kalimantan Selatan,Trap,10.0,3,11,303,Reef Fish,Coral Reef,150000,Laut Banda Zone A,-8.540343,129.05869,1139,29.4,30.9,Nelayan_303,26,Trawler,2554,Lampung,LIC840265
208,Amberjack,29.94,72.1,4/3/2023,Bali,Gill Net,6.0,5,8,54,Anadromous Fish,Sea/Freshwater,200000,Teluk Jakarta Zone H,2.416839,106.483533,62,29.3,30.4,Nelayan_054,39,Traditional Boat,3885,Sulawesi Selatan,LIC973716
209,Mahi-mahi,42.45,199.1,4/23/2023,Maluku,Long Line,3.0,5,4,354,Anadromous Fish,Sea/Freshwater,200000,Laut Jawa Zone D,-8.014815,100.237065,2780,29.8,33.5,Nelayan_354,37,Motor Boat,4923,Jawa Tengah,LIC729855
210,Pomfret,40.54,29.4,2/7/2023,Bali,Hand Line,10.0,4,5,105,Freshwater Fish,Rivers/Lakes,45000,Laut Sulawesi Zone E,1.763838,111.580859,424,25.9,32.6,Nelayan_105,17,Trawler,1177,Maluku,LIC327696
